UNIQUE_id,UNIQUE_num_records,ELIGIBLE_consent,CONNECTION_social_days_friends_p7d_grouped,LONELY_direct
cscs_09367,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09368,1,Yes,Some days (1 - 3 days),NA
cscs_09369,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09370,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09372,1,Yes,NA,NA
cscs_09373,1,Yes,NA,NA
cscs_09374,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09376,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09377,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09378,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09378,3,Yes,Presented but no response,All of the time (e.g. 5-7 days)]
cscs_09378,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09379,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09380,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09381,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09382,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09383,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09384,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09385,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09386,1,Yes,NA,NA
cscs_09388,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09389,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09390,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09391,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09393,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09394,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09395,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09396,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09397,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09398,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09399,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09400,1,Yes,NA,NA
cscs_09401,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09401,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09402,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09403,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09404,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09405,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09407,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09409,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09410,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09411,1,Yes,NA,NA
cscs_09412,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09413,1,Yes,NA,NA
cscs_09414,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09415,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09416,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09417,1,Yes,NA,NA
cscs_09418,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09419,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09420,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09421,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09422,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09423,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09424,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09425,1,Yes,Most days (4 - 6 days),NA
cscs_09426,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09427,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09428,2,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09428,2,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09429,1,Yes,NA,NA
cscs_09430,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09431,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09432,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09433,1,Yes,Most days (4 - 6 days),Presented but no response
cscs_09434,1,Yes,NA,NA
cscs_09435,1,Yes,NA,NA
cscs_09436,1,Yes,NA,NA
cscs_09437,1,Yes,NA,NA
cscs_09438,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09439,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09440,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09441,1,Yes,NA,NA
cscs_09442,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09443,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09444,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09445,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09446,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09447,1,Yes,NA,NA
cscs_09448,1,Yes,NA,NA
cscs_09450,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09451,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09452,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09453,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09454,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09455,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09456,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09457,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09458,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09459,1,Yes,NA,NA
cscs_09460,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09460,3,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09460,3,Yes,NA,NA
cscs_09461,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09462,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09463,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09464,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09464,3,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09466,1,Yes,Some days (1 - 3 days),NA
cscs_09467,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09468,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09469,1,Yes,NA,NA
cscs_09470,1,Yes,NA,NA
cscs_09471,1,Yes,NA,NA
cscs_09472,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09473,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09474,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09475,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09476,1,Yes,NA,NA
cscs_09477,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09478,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09479,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09480,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09481,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09483,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09484,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09485,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09486,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09487,1,Yes,NA,NA
cscs_09488,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09489,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09490,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09491,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09492,1,Yes,NA,NA
cscs_09493,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09494,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09495,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09496,1,Yes,NA,NA
cscs_09497,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09498,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09499,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09500,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09501,1,Yes,Some days (1 - 3 days),NA
cscs_09502,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09504,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09505,2,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09505,2,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09506,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09507,1,Yes,NA,NA
cscs_09508,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09509,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09510,1,Yes,NA,NA
cscs_09511,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09512,1,Yes,NA,NA
cscs_09514,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09515,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09516,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09517,1,Yes,NA,NA
cscs_09519,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09520,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09521,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09522,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09523,2,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09523,2,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09525,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09526,1,Yes,None (0 Days),NA
cscs_09527,2,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09527,2,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09529,1,Yes,NA,NA
cscs_09530,1,Yes,NA,Rarely (e.g. less than 1 day)
cscs_09531,1,Yes,NA,NA
cscs_09532,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09533,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09534,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09536,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09537,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09538,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09539,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09542,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09543,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09548,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09550,1,Yes,NA,NA
cscs_09551,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09552,1,Yes,NA,NA
cscs_09553,1,Yes,NA,NA
cscs_09555,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09556,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09557,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09558,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09559,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09560,1,Yes,Some days (1 - 3 days),NA
cscs_09561,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09563,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09564,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09565,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09566,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09567,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09568,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09569,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09570,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09572,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09573,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09574,1,Yes,Some days (1 - 3 days),NA
cscs_09576,1,Yes,NA,NA
cscs_09577,1,Yes,Some days (1 - 3 days),NA
cscs_09578,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09579,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09580,1,Yes,NA,NA
cscs_09581,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09582,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09583,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09584,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09585,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09586,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09587,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09588,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09589,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09590,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09591,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09592,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09593,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09594,1,Yes,NA,NA
cscs_09595,1,Yes,Some days (1 - 3 days),Presented but no response
cscs_09596,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_09597,1,Yes,NA,NA
cscs_09598,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09599,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09600,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09601,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09602,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09603,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09605,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09606,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09607,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09608,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09609,1,Yes,NA,Some or a little of the time (e.g. 1-2 days)
cscs_09611,1,Yes,NA,NA
cscs_09612,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09613,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09614,1,Yes,NA,NA
cscs_09615,1,Yes,NA,NA
cscs_09616,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09617,1,Yes,NA,NA
cscs_09618,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09619,1,Yes,Some days (1 - 3 days),NA
cscs_09620,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09621,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09622,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09623,1,Yes,NA,NA
cscs_09624,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09625,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09626,1,Yes,NA,NA
cscs_09627,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09628,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09630,1,Yes,NA,All of the time (e.g. 5-7 days)]
cscs_09631,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09632,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09633,1,Yes,NA,NA
cscs_09634,2,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09634,2,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09635,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09636,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09637,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09638,1,Yes,None (0 Days),NA
cscs_09639,1,Yes,NA,NA
cscs_09642,1,Yes,Some days (1 - 3 days),NA
cscs_09643,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09644,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09645,1,Yes,NA,NA
cscs_09646,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09648,1,Yes,Every day (7 days),NA
cscs_09649,1,Yes,NA,NA
cscs_09650,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09651,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09652,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09653,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09654,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09655,1,Yes,NA,NA
cscs_09656,1,Yes,NA,NA
cscs_09657,1,Yes,NA,NA
cscs_09660,1,Yes,Some days (1 - 3 days),NA
cscs_09661,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09662,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09663,1,Yes,NA,NA
cscs_09664,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09665,1,Yes,None (0 Days),NA
cscs_09666,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09667,1,Yes,NA,NA
cscs_09668,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09669,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09670,1,Yes,Some days (1 - 3 days),NA
cscs_09671,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09672,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09673,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09674,1,Yes,Some days (1 - 3 days),NA
cscs_09675,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09676,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09677,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09678,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09679,1,Yes,NA,Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09680,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09681,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09682,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_09683,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09684,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09685,1,Yes,NA,NA
cscs_09687,1,Yes,NA,NA
cscs_09688,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09692,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09693,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09694,1,Yes,NA,NA
cscs_09695,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09696,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09697,1,Yes,Every day (7 days),NA
cscs_09698,1,Yes,NA,NA
cscs_09699,1,Yes,NA,"None of the time (e.g., 0 days)"
cscs_09701,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09702,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09703,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09704,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09705,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09706,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09707,1,Yes,NA,"None of the time (e.g., 0 days)"
cscs_09708,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09709,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09710,1,Yes,NA,NA
cscs_09711,1,Yes,Some days (1 - 3 days),NA
cscs_09712,2,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09712,2,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09713,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09714,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09715,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09716,1,Yes,Some days (1 - 3 days),NA
cscs_09717,1,Yes,NA,NA
cscs_09718,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09719,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09720,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09721,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09722,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09723,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09724,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09725,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09726,1,Yes,NA,NA
cscs_09727,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09728,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09729,1,Yes,Every day (7 days),NA
cscs_09730,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09731,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09732,1,Yes,NA,NA
cscs_09733,1,Yes,NA,NA
cscs_09734,1,Yes,Some days (1 - 3 days),NA
cscs_09735,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09736,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09738,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09739,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09740,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09742,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09743,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09744,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09745,2,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09745,2,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09746,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09747,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09748,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_09749,1,Yes,NA,NA
cscs_09750,1,Yes,NA,NA
cscs_09751,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09752,1,Yes,NA,NA
cscs_09755,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
